pointing_id,target,utc_start,ra,dec
8121,MSGPS_S_1872,2023-05-19 19:36:38,16:04:56.35,-53:30:10.5
8128,MSGPS_S_0167,2023-05-23 13:25:43,10:24:06.56,-58:23:17.1
8129,MSGPS_S_0243,2023-05-23 13:49:19,10:35:34.79,-59:34:08.9
8130,MSGPS_S_0342,2023-05-23 14:21:19,10:54:02.70,-60:46:57.2
8131,MSGPS_S_0441,2023-05-23 14:47:53,11:13:50.96,-61:49:39.9
8132,MSGPS_S_0529,2023-05-23 15:11:59,11:32:30.84,-62:35:59.3
8133,MSGPS_S_0628,2023-05-23 15:35:57,11:54:33.63,-63:16:30.1
8134,MSGPS_S_0738,2023-05-23 15:59:45,12:20:04.21,-63:46:00.6
8135,MSGPS_S_0836,2023-05-23 16:23:28,12:44:50.41,-64:13:05.9
8139,MSGPS_S_1276,2023-05-23 18:07:13,14:26:25.32,-62:12:53.8
8140,MSGPS_S_1474,2023-05-23 18:31:18,15:05:20.35,-59:59:47.3
8141,MSGPS_S_1705,2023-05-23 18:55:13,15:43:51.86,-56:38:53.2
8142,MSGPS_S_1903,2023-05-23 19:19:02,16:11:29.24,-53:17:20.8
8197,MSGPS_S_0169,2023-05-27 13:08:50,10:26:07.20,-57:57:52.1
8198,MSGPS_S_0244,2023-05-27 13:32:27,10:37:32.45,-59:25:23.5
8199,MSGPS_S_0343,2023-05-27 14:04:27,10:55:59.51,-60:37:11.3
8200,MSGPS_S_0443,2023-05-27 14:31:03,11:15:22.97,-61:21:45.1
8201,MSGPS_S_0530,2023-05-27 14:55:09,11:34:21.01,-62:24:14.7
8202,MSGPS_S_0629,2023-05-27 15:19:09,11:56:17.14,-63:03:43.6
8203,MSGPS_S_0739,2023-05-27 15:42:59,12:21:37.65,-63:32:09.0
8204,MSGPS_S_0837,2023-05-27 16:06:42,12:43:35.08,-63:57:52.2
8205,MSGPS_S_0892,2023-05-27 16:30:23,12:56:43.85,-63:58:18.1
8206,MSGPS_S_0990,2023-05-27 17:00:09,13:21:50.56,-64:01:52.5
8207,MSGPS_S_1101,2023-05-27 17:23:53,13:45:52.27,-63:20:06.6
8208,MSGPS_S_1288,2023-05-27 17:50:31,14:26:48.30,-61:55:47.9
8209,MSGPS_S_1485,2023-05-27 18:14:36,15:07:20.43,-59:51:14.1
8210,MSGPS_S_1716,2023-05-27 18:38:31,15:45:31.33,-56:28:19.1
8211,MSGPS_S_1914,2023-05-27 19:02:21,16:12:53.53,-53:05:30.8
8217,MSGPS_S_0171,2023-06-03 12:40:55,10:28:05.01,-57:32:20.1
8218,MSGPS_S_0245,2023-06-03 13:04:34,10:37:31.05,-59:08:05.0
8219,MSGPS_S_0344,2023-06-03 13:36:34,10:55:48.40,-60:19:55.9
8220,MSGPS_S_0444,2023-06-03 14:03:12,11:17:14.96,-61:10:51.9
8221,MSGPS_S_0541,2023-06-03 14:27:17,11:36:44.27,-62:29:15.3
8222,MSGPS_S_0640,2023-06-03 14:51:16,11:58:46.79,-63:07:19.0
8223,MSGPS_S_0750,2023-06-03 15:15:07,12:24:12.15,-63:34:03.7
8224,MSGPS_S_0838,2023-06-03 15:38:51,12:44:57.35,-63:43:07.6
8225,MSGPS_S_0893,2023-06-03 16:02:33,12:57:59.23,-63:43:06.9
8226,MSGPS_S_0991,2023-06-03 16:32:19,13:20:16.72,-63:47:58.5
8227,MSGPS_S_1112,2023-06-03 16:56:03,13:48:22.79,-63:16:24.2
8228,MSGPS_S_1299,2023-06-03 17:22:42,14:29:05.10,-61:49:30.1
8229,MSGPS_S_1486,2023-06-03 17:46:48,15:05:21.76,-59:42:28.9
8230,MSGPS_S_1717,2023-06-03 18:10:45,15:43:35.61,-56:21:43.5
8231,MSGPS_S_1915,2023-06-03 18:34:34,16:11:03.33,-53:00:28.8
8233,MSGPS_S_0089,2023-06-09 10:43:31,10:09:31.78,-57:23:33.4
8234,MSGPS_S_0090,2023-06-09 11:07:05,10:11:28.12,-57:16:16.0
8235,MSGPS_S_0091,2023-06-09 11:30:41,10:11:38.96,-56:59:01.2
8236,MSGPS_S_0092,2023-06-09 11:54:17,10:13:33.61,-56:51:36.6
8237,MSGPS_S_0174,2023-06-09 12:17:57,10:30:02.32,-56:49:23.0
8238,MSGPS_S_0247,2023-06-09 12:41:36,10:39:24.38,-58:41:54.7
8239,MSGPS_S_0347,2023-06-09 13:13:35,10:59:23.85,-59:42:52.5
8240,MSGPS_S_0455,2023-06-09 13:40:11,11:19:29.65,-61:16:57.0
8241,MSGPS_S_0543,2023-06-09 14:04:17,11:37:57.09,-62:00:29.8
8242,MSGPS_S_0642,2023-06-09 14:28:15,11:59:39.67,-62:37:56.8
8243,MSGPS_S_0752,2023-06-09 14:52:06,12:24:40.09,-63:04:14.7
8244,MSGPS_S_0840,2023-06-09 15:15:48,12:45:04.05,-63:13:09.3
8245,MSGPS_S_0902,2023-06-09 15:39:32,13:00:45.28,-64:12:33.0
8246,MSGPS_S_1001,2023-06-09 16:09:17,13:24:27.35,-63:59:45.0
8247,MSGPS_S_1123,2023-06-09 16:32:58,13:50:52.65,-63:12:32.0
8248,MSGPS_S_1310,2023-06-09 16:59:35,14:31:20.97,-61:43:03.9
8249,MSGPS_S_1497,2023-06-09 17:23:42,15:07:20.81,-59:33:55.6
8250,MSGPS_S_1728,2023-06-09 17:47:38,15:45:14.42,-56:11:10.2
8251,MSGPS_S_1926,2023-06-09 18:11:28,16:12:27.21,-52:48:39.9
8252,MSGPS_S_0093,2023-06-09 18:35:41,10:13:43.37,-56:34:21.1
8253,MSGPS_S_0104,2023-06-12 10:36:19,10:15:27.50,-56:44:05.5
8254,MSGPS_S_0105,2023-06-12 10:59:54,10:17:20.63,-56:36:27.9
8255,MSGPS_S_0106,2023-06-12 11:23:32,10:17:28.61,-56:19:11.4
8256,MSGPS_S_0107,2023-06-12 11:47:12,10:19:20.11,-56:11:27.1
8257,MSGPS_S_0181,2023-06-12 12:10:50,10:28:01.82,-57:49:38.4
8258,MSGPS_S_0250,2023-06-12 12:34:30,10:43:06.78,-58:06:34.3
8259,MSGPS_S_0354,2023-06-12 13:06:31,10:58:07.43,-60:44:33.7
8260,MSGPS_S_0458,2023-06-12 13:33:05,11:20:30.74,-60:31:45.5
8261,MSGPS_S_0552,2023-06-12 13:57:10,11:39:08.32,-62:34:06.6
8262,MSGPS_S_0651,2023-06-12 14:21:06,12:01:17.04,-63:10:44.6
8263,MSGPS_S_0761,2023-06-12 14:44:55,12:26:46.96,-63:35:48.1
8264,MSGPS_S_0850,2023-06-12 15:08:36,12:46:18.22,-63:28:20.1
8265,MSGPS_S_0905,2023-06-12 15:32:17,12:59:13.28,-63:27:53.4
8266,MSGPS_S_1004,2023-06-12 16:02:02,13:22:19.90,-63:16:11.6
8267,MSGPS_S_1134,2023-06-12 16:25:43,13:53:21.84,-63:08:30.1
8268,MSGPS_S_1321,2023-06-12 16:52:21,14:33:35.88,-61:36:29.4
8269,MSGPS_S_1508,2023-06-12 17:16:24,15:09:18.86,-59:25:15.7
8270,MSGPS_S_1739,2023-06-12 17:40:19,15:46:52.33,-56:00:32.1
8271,MSGPS_S_1937,2023-06-12 18:04:07,16:13:50.34,-52:36:47.4
8272,MSGPS_S_0110,2023-06-12 18:28:19,10:12:52.96,-58:00:37.8
8343,MSGPS_S_0094,2023-06-18 10:08:26,10:15:36.37,-56:26:49.4
8386,MSGPS_S_0094,2023-06-25 09:40:25,10:15:36.37,-56:26:49.4
8351,MSGPS_S_0098,2023-06-22 09:53:31,10:19:34.03,-55:36:53.2
8352,MSGPS_S_0100,2023-06-22 10:17:07,10:11:17.10,-57:33:30.7
8353,MSGPS_S_0101,2023-06-22 10:40:42,10:13:13.62,-57:26:07.4
8354,MSGPS_S_0102,2023-06-22 11:04:19,10:13:23.70,-57:08:52.0
8355,MSGPS_S_0180,2023-06-22 11:27:57,10:27:58.58,-58:06:56.7
8356,MSGPS_S_0249,2023-06-22 11:51:35,10:41:14.91,-58:15:38.4
8357,MSGPS_S_0353,2023-06-22 12:23:36,10:56:10.81,-60:54:26.5
8358,MSGPS_S_0457,2023-06-22 12:50:13,11:20:55.12,-60:48:48.6
8359,MSGPS_S_0551,2023-06-22 13:14:17,11:37:19.43,-62:46:05.1
8360,MSGPS_S_0650,2023-06-22 13:38:15,11:59:35.33,-63:23:44.5
8361,MSGPS_S_0760,2023-06-22 14:02:02,12:25:15.84,-63:49:52.1
8362,MSGPS_S_0849,2023-06-22 14:25:44,12:47:33.70,-63:43:28.5
8363,MSGPS_S_0904,2023-06-22 14:49:25,13:00:35.49,-63:42:35.3
8364,MSGPS_S_1003,2023-06-22 15:19:11,13:23:52.99,-63:30:00.6
8365,MSGPS_S_1133,2023-06-22 15:42:52,13:55:08.56,-63:20:58.0
8366,MSGPS_S_1320,2023-06-22 16:09:28,14:35:32.15,-61:46:57.7
8367,MSGPS_S_1507,2023-06-22 16:33:30,15:11:17.52,-59:33:47.8
8368,MSGPS_S_1738,2023-06-22 16:57:26,15:48:47.54,-56:06:56.6
8369,MSGPS_S_1936,2023-06-22 17:21:14,16:15:39.84,-52:41:40.0
8370,MSGPS_S_0103,2023-06-22 17:45:27,10:15:18.50,-57:01:21.4
8387,MSGPS_S_0095,2023-06-25 10:04:01,10:15:45.10,-56:09:33.4
8388,MSGPS_S_0096,2023-06-25 10:27:39,10:17:36.48,-56:01:54.9
8389,MSGPS_S_0097,2023-06-25 10:51:16,10:17:44.23,-55:44:38.4
8390,MSGPS_S_0177,2023-06-25 11:14:55,10:24:01.33,-58:40:34.8
8391,MSGPS_S_0248,2023-06-25 11:38:33,10:41:18.13,-58:32:56.7
8392,MSGPS_S_0352,2023-06-25 12:10:33,10:56:22.30,-61:11:41.7
8393,MSGPS_S_0456,2023-06-25 12:37:09,11:19:05.68,-60:59:53.0
8394,MSGPS_S_0550,2023-06-25 13:01:15,11:37:55.25,-63:02:54.4
8395,MSGPS_S_0649,2023-06-25 13:25:12,12:00:24.80,-63:40:09.0
8396,MSGPS_S_0759,2023-06-25 13:49:00,12:26:20.73,-64:05:38.7
8397,MSGPS_S_0848,2023-06-25 14:12:42,12:46:12.77,-63:58:18.6
8398,MSGPS_S_0903,2023-06-25 14:36:23,12:59:21.53,-63:57:51.4
8399,MSGPS_S_1002,2023-06-25 15:06:09,13:22:52.35,-63:45:57.3
8400,MSGPS_S_1124,2023-06-25 15:29:51,13:51:36.63,-62:55:57.4
8401,MSGPS_S_1311,2023-06-25 15:56:27,14:31:40.91,-61:25:55.1
8402,MSGPS_S_1498,2023-06-25 16:20:31,15:07:21.20,-59:16:37.0
8403,MSGPS_S_1729,2023-06-25 16:44:28,15:44:57.77,-55:54:01.0
8404,MSGPS_S_1927,2023-06-25 17:08:17,16:12:01.23,-52:31:48.5
8405,MSGPS_S_0099,2023-06-25 17:32:30,10:11:05.90,-57:50:45.4
8517,MSGPS_S_0162,2023-06-29 11:05:11,10:28:11.25,-56:57:43.6
8518,MSGPS_S_0233,2023-06-29 11:28:50,10:35:34.38,-59:16:50.4
8519,MSGPS_S_0348,2023-06-29 12:00:52,10:59:11.29,-59:25:38.3
8520,MSGPS_S_0431,2023-06-29 12:27:29,11:13:29.67,-61:32:32.4
8521,MSGPS_S_0531,2023-06-29 12:51:33,11:33:47.91,-62:07:22.2
8522,MSGPS_S_0631,2023-06-29 13:15:32,11:57:12.37,-62:34:24.9
8523,MSGPS_S_0728,2023-06-29 13:39:21,12:19:03.52,-63:30:04.0
8525,MSGPS_S_0907,2023-06-29 14:26:47,12:59:05.30,-62:57:55.3
8526,MSGPS_S_1005,2023-06-29 14:56:32,13:23:19.81,-63:00:15.7
8527,MSGPS_S_1102,2023-06-29 15:20:14,13:46:39.26,-63:03:37.9
8528,MSGPS_S_1254,2023-06-29 15:46:51,14:21:46.20,-62:25:01.0
8529,MSGPS_S_1452,2023-06-29 16:10:55,15:01:17.13,-60:16:33.4
8530,MSGPS_S_1683,2023-06-29 16:34:52,15:40:30.16,-56:59:46.6
8531,MSGPS_S_1881,2023-06-29 16:58:42,16:08:38.33,-53:40:49.8
8532,MSGPS_S_0122,2023-06-29 17:22:54,10:14:50.61,-57:53:09.0
8533,MSGPS_S_0118,2023-06-29 17:50:37,10:21:04.60,-56:20:53.7
8534,MSGPS_S_0119,2023-06-29 18:16:12,10:21:10.84,-56:03:36.4
8535,MSGPS_S_0120,2023-06-29 18:41:55,10:23:00.82,-55:55:39.6
8536,MSGPS_S_0123,2023-06-29 19:09:51,10:16:47.45,-57:45:33.5
8541,MSGPS_S_0108,2023-07-02 09:12:19,10:19:27.11,-55:54:10.1
8542,MSGPS_S_0109,2023-07-02 09:35:53,10:21:17.00,-55:46:19.2
8543,MSGPS_S_0111,2023-07-02 09:59:29,10:13:03.38,-57:43:22.6
8544,MSGPS_S_0112,2023-07-02 10:23:06,10:15:00.06,-57:35:53.2
8545,MSGPS_S_0182,2023-07-02 10:46:45,10:29:55.57,-57:41:18.3
8546,MSGPS_S_0251,2023-07-02 11:10:25,10:43:02.73,-57:49:16.2
8547,MSGPS_S_0355,2023-07-02 11:42:25,10:57:55.15,-60:27:19.0
8548,MSGPS_S_0459,2023-07-02 12:09:02,11:22:18.12,-60:20:36.8
8549,MSGPS_S_0553,2023-07-02 12:33:08,11:38:32.38,-62:17:18.5
8550,MSGPS_S_0652,2023-07-02 12:57:05,12:00:27.91,-62:54:21.2
8551,MSGPS_S_0762,2023-07-02 13:20:54,12:25:42.95,-63:20:02.3
8552,MSGPS_S_0851,2023-07-02 13:44:37,12:47:37.70,-63:13:29.8
8553,MSGPS_S_0906,2023-07-02 14:08:17,13:00:26.03,-63:12:37.5
8554,MSGPS_S_1012,2023-07-02 14:38:04,13:27:03.72,-63:57:27.1
8555,MSGPS_S_1135,2023-07-02 15:01:45,13:54:04.33,-62:51:52.7
8556,MSGPS_S_1322,2023-07-02 15:28:20,14:33:54.54,-61:19:19.5
8557,MSGPS_S_1509,2023-07-02 15:52:23,15:09:18.27,-59:07:57.2
8558,MSGPS_S_1740,2023-07-02 16:16:19,15:46:35.05,-55:43:23.8
8559,MSGPS_S_1938,2023-07-02 16:40:08,16:13:23.96,-52:19:57.2
8618,MSGPS_S_0160,2023-07-09 10:24:33,10:26:15.36,-57:23:15.9
8619,MSGPS_S_0231,2023-07-09 10:48:11,10:33:36.12,-59:42:47.7
8620,MSGPS_S_0346,2023-07-09 11:20:12,10:57:31.23,-59:52:49.5
8621,MSGPS_S_0430,2023-07-09 11:46:47,11:11:35.07,-61:43:13.9
8623,MSGPS_S_0630,2023-07-09 12:34:53,11:55:30.97,-62:47:14.0
8624,MSGPS_S_0727,2023-07-09 12:58:43,12:17:28.95,-63:43:49.3
8626,MSGPS_S_0895,2023-07-09 13:46:08,12:57:52.46,-63:13:08.6
8629,MSGPS_S_1243,2023-07-09 15:06:15,14:19:25.26,-62:30:51.6
8631,MSGPS_S_1672,2023-07-09 15:54:17,15:38:47.91,-57:10:05.8
8633,MSGPS_S_0121,2023-07-09 16:42:19,10:14:40.99,-58:10:24.7
8634,MSGPS_S_0114,2023-07-09 17:10:00,10:17:04.31,-57:11:00.8
8635,MSGPS_S_0115,2023-07-09 17:35:35,10:17:12.53,-56:53:44.4
8636,MSGPS_S_0116,2023-07-09 18:01:15,10:19:05.79,-56:46:00.8
8637,MSGPS_S_0117,2023-07-09 18:29:12,10:19:13.00,-56:28:44.0
8663,MSGPS_S_0163,2023-07-22 09:35:12,10:28:14.30,-56:40:25.3
8664,MSGPS_S_0235,2023-07-22 09:58:52,10:37:29.66,-58:50:46.4
8665,MSGPS_S_0349,2023-07-22 10:30:55,11:01:01.91,-59:15:35.9
8666,MSGPS_S_0433,2023-07-22 10:57:30,11:15:01.15,-61:04:38.5
8667,MSGPS_S_0532,2023-07-22 11:21:36,11:35:35.87,-61:55:33.9
8668,MSGPS_S_0643,2023-07-22 11:45:33,11:58:52.32,-62:21:31.4
8669,MSGPS_S_0740,2023-07-22 12:09:22,12:20:36.59,-63:16:14.8
8670,MSGPS_S_0852,2023-07-22 12:33:06,12:46:23.48,-62:58:21.5
8671,MSGPS_S_0913,2023-07-22 12:56:50,13:03:24.21,-64:11:50.1
8672,MSGPS_S_1013,2023-07-22 13:26:36,13:25:27.59,-63:43:45.8
8673,MSGPS_S_1125,2023-07-22 13:50:17,13:49:52.92,-62:43:19.8
8674,MSGPS_S_1266,2023-07-22 14:16:54,14:22:11.93,-62:07:58.1
8675,MSGPS_S_1464,2023-07-22 14:41:00,15:01:20.64,-59:59:15.2
8676,MSGPS_S_1695,2023-07-22 15:04:56,15:40:15.26,-56:42:35.3
8677,MSGPS_S_1893,2023-07-22 15:28:45,16:08:13.29,-53:23:55.6
8678,MSGPS_S_0124,2023-07-22 15:52:58,10:16:55.95,-57:28:17.2
8679,MSGPS_S_0125,2023-07-22 16:20:54,10:18:51.03,-57:20:34.5
8680,MSGPS_S_0126,2023-07-22 16:46:33,10:18:58.47,-57:03:17.7
8681,MSGPS_S_0127,2023-07-22 17:12:16,10:20:51.83,-56:55:28.2
8682,MSGPS_S_0128,2023-07-22 17:40:15,10:20:58.26,-56:38:11.0
8702,MSGPS_S_0165,2023-07-25 09:24:01,10:22:03.00,-58:48:34.8
8703,MSGPS_S_0237,2023-07-25 09:47:40,10:39:22.08,-58:24:36.3
8704,MSGPS_S_0351,2023-07-25 10:19:38,11:02:37.39,-58:48:14.9
8705,MSGPS_S_0445,2023-07-25 10:46:14,11:16:52.27,-60:53:46.5
8706,MSGPS_S_0544,2023-07-25 11:10:19,11:37:22.45,-61:43:40.5
8707,MSGPS_S_0644,2023-07-25 11:34:16,12:00:30.84,-62:08:33.4
8708,MSGPS_S_0741,2023-07-25 11:58:05,12:22:08.19,-63:02:21.9
8709,MSGPS_S_0853,2023-07-25 12:21:49,12:47:41.57,-62:43:31.1
8710,MSGPS_S_0914,2023-07-25 12:45:31,13:01:59.12,-63:57:14.2
8711,MSGPS_S_1014,2023-07-25 13:15:15,13:26:26.73,-63:27:45.1
8712,MSGPS_S_1136,2023-07-25 13:38:56,13:52:19.80,-62:39:21.9
8713,MSGPS_S_1277,2023-07-25 14:05:32,14:24:30.58,-62:01:57.3
8714,MSGPS_S_1475,2023-07-25 14:29:36,15:03:21.70,-59:50:55.4
8715,MSGPS_S_1706,2023-07-25 14:53:32,15:41:55.89,-56:32:11.9
8716,MSGPS_S_1904,2023-07-25 15:17:21,16:09:38.69,-53:12:14.0
8717,MSGPS_S_0132,2023-07-25 15:41:33,10:16:30.01,-58:20:06.0
8718,MSGPS_S_0129,2023-07-25 16:09:12,10:22:49.95,-56:30:14.7
8719,MSGPS_S_0130,2023-07-25 16:34:49,10:22:55.42,-56:12:57.2
8720,MSGPS_S_0133,2023-07-25 17:00:29,10:16:38.80,-58:02:49.7
8721,MSGPS_S_0134,2023-07-25 17:28:25,10:18:35.79,-57:55:08.1
8724,MSGPS_S_0166,2023-07-28 09:14:06,10:22:09.22,-58:31:17.4
8725,MSGPS_S_0239,2023-07-28 09:37:45,10:41:11.74,-57:58:20.1
8726,MSGPS_S_0356,2023-07-28 10:09:47,10:59:49.63,-60:17:20.6
8727,MSGPS_S_0446,2023-07-28 10:36:23,11:18:42.13,-60:42:48.8
8728,MSGPS_S_0545,2023-07-28 11:00:28,11:39:07.66,-61:31:41.9
8729,MSGPS_S_0653,2023-07-28 11:24:28,12:02:07.55,-62:41:19.0
8730,MSGPS_S_0753,2023-07-28 11:48:15,12:23:38.35,-62:48:25.4
8731,MSGPS_S_0861,2023-07-28 12:11:58,12:48:53.23,-63:28:35.6
8732,MSGPS_S_0915,2023-07-28 12:35:41,13:03:11.64,-63:41:53.1
8733,MSGPS_S_1015,2023-07-28 13:05:29,13:24:52.53,-63:14:02.3
8734,MSGPS_S_1137,2023-07-28 13:29:10,13:53:02.18,-62:22:45.6
8735,MSGPS_S_1278,2023-07-28 13:55:49,14:24:54.49,-61:44:52.6
8736,MSGPS_S_1476,2023-07-28 14:19:53,15:03:24.12,-59:33:37.0
8737,MSGPS_S_1707,2023-07-28 14:43:49,15:41:40.54,-56:15:01.1
8738,MSGPS_S_1905,2023-07-28 15:07:38,16:09:13.56,-52:55:20.5
8740,MSGPS_S_0135,2023-07-28 15:59:31,10:18:43.47,-57:37:51.3
8741,MSGPS_S_0137,2023-07-28 16:25:08,10:20:45.31,-57:12:45.4
8764,MSGPS_S_0168,2023-08-01 08:59:53,10:24:11.70,-58:05:59.3
8765,MSGPS_S_0241,2023-08-01 09:23:31,10:42:58.75,-57:31:58.2
8766,MSGPS_S_0357,2023-08-01 09:55:36,10:59:36.63,-60:00:06.6
8767,MSGPS_S_0448,2023-08-01 10:22:11,11:20:06.80,-60:14:42.2
8768,MSGPS_S_0554,2023-08-01 10:46:15,11:40:19.06,-62:05:16.6
8769,MSGPS_S_0654,2023-08-01 11:10:10,12:01:18.75,-62:24:56.7
8770,MSGPS_S_0754,2023-08-01 11:33:57,12:25:07.09,-62:34:25.3
8771,MSGPS_S_0862,2023-08-01 11:57:42,12:50:11.40,-63:13:40.0
8772,MSGPS_S_0916,2023-08-01 12:21:25,13:01:48.13,-63:27:16.8
8773,MSGPS_S_1016,2023-08-01 12:51:14,13:25:50.99,-62:58:02.5
8774,MSGPS_S_1144,2023-08-01 13:14:54,13:57:37.83,-63:16:39.5
8775,MSGPS_S_1289,2023-08-01 13:41:32,14:27:10.88,-61:38:41.7
8776,MSGPS_S_1487,2023-08-01 14:05:34,15:05:23.16,-59:25:10.4
8777,MSGPS_S_1718,2023-08-01 14:29:30,15:43:19.60,-56:04:33.5
8778,MSGPS_S_1916,2023-08-01 14:53:19,16:10:37.77,-52:43:36.3
8781,MSGPS_S_0146,2023-08-01 16:10:46,10:20:31.93,-57:47:19.8
8782,MSGPS_S_0147_cand,2023-08-01 16:36:26,10:23:01.08,-57:46:18.8
8783,MSGPS_S_0147,2023-08-01 16:36:26,10:22:27.25,-57:39:25.0
8784,MSGPS_S_0148,2023-08-01 17:04:22,10:22:33.06,-57:22:07.4
8801,MSGPS_S_0170,2023-08-05 08:43:25,10:26:11.31,-57:40:34.0
8802,MSGPS_S_0252_cand,2023-08-05 09:07:04,10:44:32.77,-57:37:19.6
8803,MSGPS_S_0252,2023-08-05 09:07:04,10:44:52.79,-57:40:06.3
8804,MSGPS_S_0358,2023-08-05 09:39:07,11:01:29.03,-59:50:02.9
8805,MSGPS_S_0460,2023-08-05 10:05:43,11:21:53.38,-60:03:34.7
8806,MSGPS_S_0555,2023-08-05 10:29:48,11:39:43.04,-61:48:29.5
8807,MSGPS_S_0655,2023-08-05 10:53:45,12:02:56.41,-62:11:52.3
8808,MSGPS_S_0763,2023-08-05 11:17:34,12:27:12.30,-63:05:57.3
8809,MSGPS_S_0863,2023-08-05 11:41:14,12:48:55.84,-62:58:36.8
8810,MSGPS_S_0917,2023-08-05 12:04:56,13:02:59.50,-63:11:56.0
8811,MSGPS_S_1023,2023-08-05 12:34:41,13:29:39.65,-63:54:58.8
8812,MSGPS_S_1145,2023-08-05 12:58:22,13:55:50.33,-63:04:18.6
8813,MSGPS_S_1301,2023-08-05 13:25:00,14:27:33.05,-61:21:35.4
8814,MSGPS_S_1499,2023-08-05 13:49:04,15:05:24.53,-59:07:51.8
8815,MSGPS_S_1730,2023-08-05 14:13:00,15:43:03.84,-55:47:23.4
8816,MSGPS_S_1928,2023-08-05 14:36:50,16:10:12.54,-52:26:43.5
8817,MSGPS_S_0154,2023-08-05 15:01:06,10:20:11.01,-58:39:11.1
8818,MSGPS_S_0149,2023-08-05 15:28:48,10:24:26.61,-57:14:05.8
8819,MSGPS_S_0150,2023-08-05 15:54:26,10:24:31.43,-56:56:48.0
8820,MSGPS_S_0151,2023-08-05 16:20:09,10:26:23.27,-56:48:39.8
8821,MSGPS_S_0152,2023-08-05 16:48:09,10:26:27.15,-56:31:21.7
8836,MSGPS_S_0184,2023-08-14 08:31:21,10:31:49.83,-57:15:33.4
8837,MSGPS_S_0259,2023-08-14 08:55:02,10:43:15.10,-58:41:10.5
8838,MSGPS_S_0360,2023-08-14 09:27:10,11:03:05.74,-59:22:40.5
8839,MSGPS_S_0462,2023-08-14 09:54:06,11:18:49.92,-62:19:11.1
8840,MSGPS_S_0557,2023-08-14 10:17:44,11:40:51.52,-61:19:38.4
8841,MSGPS_S_0657,2023-08-14 10:41:37,12:03:43.70,-61:42:24.6
8842,MSGPS_S_0765,2023-08-14 11:05:22,12:27:36.78,-62:36:06.3
8843,MSGPS_S_0865,2023-08-14 11:29:06,12:48:58.37,-62:28:37.9
8844,MSGPS_S_0919,2023-08-14 11:52:49,13:02:47.77,-62:41:58.9
8845,MSGPS_S_1025,2023-08-14 12:22:38,13:29:00.04,-63:25:19.3
8846,MSGPS_S_1147,2023-08-14 12:46:21,13:54:46.03,-62:35:14.4
8847,MSGPS_S_1313,2023-08-14 13:12:59,14:30:07.74,-60:58:07.0
8848,MSGPS_S_1511,2023-08-14 13:36:59,15:07:21.99,-58:41:59.9
8849,MSGPS_S_1742,2023-08-14 14:00:54,15:44:25.20,-55:19:42.3
8850,MSGPS_S_1940,2023-08-14 14:24:43,16:11:10.28,-51:58:04.8
8851,MSGPS_S_2112,2023-08-14 14:48:28,16:36:08.83,-49:23:08.3
8852,MSGPS_S_0159,2023-08-14 15:15:41,10:24:21.72,-57:31:23.7
8853,MSGPS_S_0161,2023-08-14 15:41:22,10:26:19.34,-57:05:57.8
8854,MSGPS_S_0185,2023-08-14 16:07:09,10:31:51.20,-56:58:14.8
8855,MSGPS_S_0186,2023-08-14 16:35:14,10:33:41.45,-56:49:42.1
8919,MSGPS_S_0187,2023-08-19 07:59:18,10:25:49.99,-59:07:04.2
8920,MSGPS_S_0260,2023-08-19 08:22:56,10:43:10.91,-58:23:52.4
8921,MSGPS_S_0361,2023-08-19 08:55:02,11:02:51.44,-59:05:27.7
8922,MSGPS_S_0463,2023-08-19 09:21:38,11:18:25.53,-62:02:06.7
8923,MSGPS_S_0558,2023-08-19 09:45:40,11:42:34.05,-61:07:30.0
8924,MSGPS_S_0660,2023-08-19 10:09:36,12:02:58.11,-63:43:28.0
8925,MSGPS_S_0766,2023-08-19 10:33:22,12:26:34.45,-62:20:21.8
8926,MSGPS_S_0866,2023-08-19 10:57:04,12:50:13.89,-62:13:42.2
8927,MSGPS_S_0924,2023-08-19 11:20:46,13:06:02.98,-64:10:56.5
8928,MSGPS_S_1026,2023-08-19 11:50:35,13:27:24.78,-63:11:42.8
8929,MSGPS_S_1148,2023-08-19 12:14:17,13:55:26.96,-62:18:35.4
8930,MSGPS_S_1323,2023-08-19 12:40:56,14:32:00.51,-61:08:46.2
8931,MSGPS_S_1518,2023-08-19 13:04:57,15:13:14.53,-59:24:54.9
8932,MSGPS_S_1749,2023-08-19 13:28:52,15:50:24.29,-55:56:08.2
8933,MSGPS_S_1947,2023-08-19 13:52:38,16:17:01.88,-52:29:39.3
8934,MSGPS_S_2123,2023-08-19 14:16:22,16:37:20.10,-49:10:19.0
8935,MSGPS_S_0188,2023-08-19 14:43:34,10:25:54.41,-58:49:46.2
8936,MSGPS_S_0189,2023-08-19 15:09:11,10:27:51.92,-58:41:33.2
8937,MSGPS_S_0190,2023-08-19 15:34:54,10:27:55.28,-58:24:14.9
8938,MSGPS_S_0191,2023-08-19 16:02:53,10:29:50.90,-58:15:55.2
9046,MSGPS_S_0183,2023-09-10 06:19:11,10:29:57.85,-57:23:59.9
9047,MSGPS_S_0258,2023-09-10 06:42:50,10:41:21.41,-58:50:15.0
9048,MSGPS_S_0359,2023-09-10 07:14:52,11:01:15.35,-59:32:49.4
9049,MSGPS_S_0461,2023-09-10 07:41:28,11:23:38.76,-59:52:21.9
